date,code,open,high,low,close,volume,pct_change,change
2015-01-01,510300,3.023367022721775,3.0421941933938137,2.999511425643478,3.014532904560361,4823602,0.4844301520120377,
2015-01-02,510300,3.012340903327127,3.040801350920491,3.0150229038447667,3.0203946832475923,8709683,0.19445064535084491,0.005861778687231478
2015-01-05,510300,3.073894059791668,3.0983645287244688,3.057080992849449,3.08833387177391,4099373,2.2493480372991392,0.06793918852631764
2015-01-06,510300,3.143267084373267,3.1751365578783184,3.126343524063772,3.1467485325171394,1222610,1.8914619716836727,0.05841466074322943
2015-01-07,510300,3.1909421539112297,3.213499139884286,3.199979773321974,3.2015129457611353,2884422,1.7403492105608105,0.054764413243995946
2015-01-08,510300,3.2217791199539265,3.24714991314716,3.1908979941080204,3.225704173245296,5712042,0.7556186057654278,0.02419122748416047
2015-01-09,510300,3.180483894670983,3.1980411769633017,3.158254694285486,3.1862746800354897,7107552,-1.222353045788984,-0.039429493209806044
2015-01-12,510300,3.2489125077836696,3.2764470667381773,3.237113398820513,3.237421413484668,6051916,1.6052204717205525,0.051146733449178416
2015-01-13,510300,3.2123396650822067,3.2657180352483772,3.1915442949812203,3.2078104013304536,7113450,-0.9146480600541351,-0.029611012154214578
2015-01-14,510300,3.196506358144765,3.2262151229898564,3.20174401527949,3.204386646253004,9479426,-0.10673184038648903,-0.0034237550774496306
2015-01-15,510300,3.256574583439021,3.295956787744074,3.199459203861614,3.2701449795523216,8726903,2.0521347939148096,0.06575833329931768
2015-01-16,510300,3.2590773939674307,3.3134886760632174,3.222911730546332,3.2529895265487605,3823736,-0.5246083311544607,-0.01715545300356114
2015-01-19,510300,3.193570154539357,3.2349274892373865,3.180570487092852,3.192096893190687,2293395,-1.871897614828093,-0.06089263335807349
2015-01-20,510300,3.1859162596650954,3.2255527998010036,3.1630112553899288,3.176460535500854,6883852,-0.4898459606031512,-0.01563635768983307
2015-01-21,510300,3.0945048925844048,3.1000128083195917,3.059113937661156,3.093891062327695,1400730,-2.599417567142529,-0.08256947317315877
2015-01-22,510300,3.150853973743248,3.1959496711203177,3.1184907658702836,3.154138720521259,1588236,1.947310263349632,0.060247658193564035
2015-01-23,510300,3.098499230008985,3.15399592832179,3.045987065319251,3.088772817963253,1828447,-2.07238515328213,-0.065365902558006
2015-01-26,510300,3.164262506885101,3.1836418870988252,3.150499772407761,3.16569848365292,6892110,2.49049283399197,0.07692566568966663
2015-01-27,510300,3.1718426905253305,3.231004195339406,3.138416807573217,3.157582200552377,8129272,-0.25638206362527044,-0.008116283100542798
2015-01-28,510300,3.1260031412856253,3.128342983864999,3.094157252453138,3.1169736845452585,1840285,-1.286063621717088,-0.04060851600711857
2015-01-29,510300,3.1459912278403386,3.1752140346850948,3.1198043093675922,3.147085358304216,6877850,0.9660547956583236,0.030111673758957735
2015-01-30,510300,3.198720881365388,3.2107087126715927,3.1972503130614056,3.1992107904395506,1657364,1.6563081772723858,0.05212543213533438
2015-02-02,510300,3.2094395275107983,3.2062047818287263,3.157304572300986,3.201328299257917,1482878,0.06618847450421284,0.002117508818366254
2015-02-03,510300,3.1825620735209537,3.20177007214659,3.1426361484148138,3.1705821836284507,7619395,-0.9604174503625197,-0.030746115629466164
2015-02-04,510300,3.1760093068038806,3.2023339445872394,3.1441149105967665,3.1863910000973923,2609695,0.4986092633262128,0.01580881646894161
2015-02-05,510300,3.168806042603443,3.1918901713110417,3.1658196939032823,3.179618648099839,1363350,-0.21253989222748035,-0.0067723519975531055
2015-02-06,510300,3.1365688939651166,3.1367471628093937,3.1233214953578887,3.1308187003767056,1250727,-1.5347736041332232,-0.04879994772313356
2015-02-09,510300,3.1119490598686816,3.150322012684212,3.0637653101400293,3.125612135463202,2475109,-0.16630042847505708,-0.005206564913503797
2015-02-10,510300,3.079908070243705,3.1230018192779325,3.078942393807129,3.0846368493248946,9998788,-1.310952362687664,-0.040975286138307254
2015-02-11,510300,3.081744302817147,3.1185177751093067,3.091765910426766,3.097085105935177,8490231,0.4035566330281734,0.012448256610282371
2015-02-12,510300,3.1203185442114205,3.1507604529451774,3.041347627809226,3.135775408709164,4764681,1.2492489373263245,0.038690302773987106
2015-02-13,510300,3.1334259794475066,3.1508498417407393,3.1122870119305674,3.126525785379852,2408035,-0.294970848474116,-0.009249623329312229
2015-02-16,510300,3.1757665940669764,3.1898722159759823,3.148749999006443,3.1622608910382124,9774399,1.1429653267362627,0.03573510565836058
2015-02-17,510300,3.1434590492456724,3.197984041529411,3.122670888806255,3.142328599437496,8351244,-0.6303177469387387,-0.0199322916007163
2015-02-18,510300,3.120990976504066,3.179345231242713,3.0988665937613313,3.1149828857207797,2829597,-0.8702372413124234,-0.027345713716716347
2015-02-19,510300,3.0856329724412483,3.0872202932400223,3.0448894828121973,3.0735871331214097,2749730,-1.3289239176603322,-0.041395752599370006
2015-02-20,510300,3.077496445524741,3.0866220770236725,3.067008323230238,3.07708720237215,4256062,0.11387571261679262,0.00350006925074009
2015-02-23,510300,3.157639137143344,3.1622202347119286,3.1451900475105536,3.1473763269603072,8608111,2.2842747041413305,0.07028912458815739
2015-02-24,510300,3.1184458243986093,3.149484810866591,3.0826893117252605,3.1289534668211534,7620691,-0.585340239784619,-0.01842286013915384
2015-02-25,510300,3.1445186480686935,3.14467356372901,3.113926312526819,3.1369942927204293,1081220,0.25698131929858425,0.008040825899275905
2015-02-26,510300,3.0795570990721304,3.1219476204511234,3.047236312941898,3.087231080627554,9943709,-1.5863341609627177,-0.049763212092875264
2015-02-27,510300,2.9904790791130806,3.0261499290502734,2.9544856865264006,2.9877978778655594,8229930,-3.22078912025538,-0.09943320276199463
2015-03-02,510300,2.9536189903791135,2.97615427546898,2.935609526578467,2.963321496254467,9884431,-0.8192114263290824,-0.024476381611092446
2015-03-03,510300,2.9643654454255732,2.9779623054424085,2.9101895969255884,2.97664102538491,4458407,0.4494797188654193,0.013319529130443097
2015-03-04,510300,2.9481837117073817,2.972210451668256,2.9468064703643764,2.9556138577839386,9541652,-0.7064058924690861,-0.021027167600971453
2015-03-05,510300,2.946150662872009,3.007783793996253,2.944059098464318,2.9514504447563894,2959469,-0.1408645793355123,-0.00416341302754919
2015-03-06,510300,2.9794770054298096,3.002823796667108,2.9490070556029,2.9712284892311542,5736114,0.6701127071234637,0.019778044474764833
2015-03-09,510300,3.0215077964344337,3.0346201547115164,2.9885352698407033,3.0275597405272094,3298467,1.8958909252593918,0.05633125129605521
2015-03-10,510300,2.9885603589313554,3.0359084509238197,2.969974546503149,2.998053995593774,2961550,-0.9745718486894993,-0.029505744933435274
2015-03-11,510300,2.969400334638382,2.9724432812916906,2.9587876660522436,2.960919677429999,6216413,-1.2386140549286864,-0.037134318163775326
2015-03-12,510300,2.9666092678678866,2.965163798098102,2.9426386016964425,2.963268814162528,7551876,0.07933807696424502,0.0023491367325290113
2015-03-13,510300,2.9602459386965765,2.9675090366940946,2.910901795962437,2.9552281676419367,7885421,-0.27134381066483665,-0.00804064652059111
2015-03-16,510300,2.9611474960145623,2.9581183788532464,2.946492581982105,2.9552052384313865,1303317,-0.000775886302149711,-2.292921055024877e-05
2015-03-17,510300,2.932814068111563,2.9578632056305807,2.8767201687708486,2.9247174515801126,7205174,-1.0316639418065188,-0.030487786851273846
2015-03-18,510300,2.8652157858114813,2.897460818350856,2.8779538597723,2.878098420123864,3997363,-1.5939670148670884,-0.04661903145624846
2015-03-19,510300,2.8260537394304253,2.855525486593355,2.8250293055631723,2.8371591160155143,4287656,-1.422442812313143,-0.040939304108349894
2015-03-20,510300,2.8552216973991684,2.8716747111857206,2.8568701883890397,2.8608673510999783,5180158,0.8356329030202536,0.023708235084463958
2015-03-23,510300,2.9088947921007007,2.9235200244778285,2.874641249692498,2.9037514894463743,7196373,1.4989907983642736,0.04288413834639604
2015-03-24,510300,2.8926219358171603,2.9031029282912457,2.872233142920982,2.891829466648133,6505916,-0.410573110046495,-0.011922022798241283
2015-03-25,510300,2.9293774445140675,2.928762043039748,2.8862421515854044,2.9278602740112643,9721713,1.245952009918961,0.036030807363131245
2015-03-26,510300,2.89427209410419,2.919144736978749,2.89608866206707,2.9055239709414833,8151434,-0.7628882863040228,-0.02233630306978096
2015-03-27,510300,2.9340419210231476,2.926636602121471,2.8919504571890364,2.924940986178028,4550625,0.6682792993875372,0.01941701523654471
2015-03-30,510300,2.9488562781999095,2.9813477773410133,2.948003322397789,2.9490350575378543,1073117,0.8237455549935534,0.02409407135982633
2015-03-31,510300,3.013714818853896,3.036267570655262,2.9701525023525317,2.9992650492956154,4200745,1.7032687227427517,0.050229991757761105
2015-04-01,510300,3.132147164591047,3.1640255416646776,3.1219580300910086,3.127788255290368,8293039,4.285156659460195,0.12852320599475275
2015-04-02,510300,3.1221859370521012,3.135681998599897,3.0953563569082845,3.1331292539200994,7018304,0.1707595973192038,0.005340998629731253
2015-04-03,510300,3.113818539795475,3.1372120163764827,3.073990967625345,3.1022767908134252,8112719,-0.9847172142059821,-0.03085246310667422
2015-04-06,510300,3.0480310711547105,3.072018867190583,3.0182718601370473,3.042836465658594,3686980,-1.9160226234760276,-0.05944032515483144
2015-04-07,510300,3.021989783459479,3.0235136273732475,2.9945848880258126,3.0177576906281844,3687767,-0.824190695538462,-0.02507877503040934
2015-04-08,510300,2.9664848655405383,2.9662188111992593,2.9488621748053263,2.9588856852867966,7018642,-1.9508526322115916,-0.05887200534138781
2015-04-09,510300,2.899946738320119,2.9434378848675755,2.8978832036100153,2.9136299742508514,5406652,-1.5294849429628752,-0.04525571103594528
2015-04-10,510300,3.0612484886118425,3.082978969061036,3.037101128776861,3.0630412356862164,1731448,5.128010857788556,0.1494112614353651
2015-04-13,510300,3.0050963084464803,3.0110082961091655,2.982118876959076,3.0007274385487035,9467790,-2.0343766976272,-0.06231379713751295
2015-04-14,510300,2.978708910728816,2.9907612859559927,2.942451639557526,2.98176812734904,3752891,-0.631823835650782,-0.018959311199663542
2015-04-15,510300,2.9706292313823233,2.995004401035858,2.94676738595919,2.983308079831837,6663660,0.05164561485089667,0.0015399524827972577
2015-04-16,510300,3.0336017585013604,3.051842571579981,3.0118273476808457,3.0277866023842868,4666784,1.4909128176583364,0.04447852255244955
2015-04-17,510300,3.0567293345144915,3.0675548559350645,2.977971621322602,3.0517316702581776,9509728,0.790843973450271,0.023945067873890835
2015-04-20,510300,3.057973221566581,3.1129621225724975,3.025217898384037,3.057923527436837,8605100,0.20289651410066986,0.006191857178659443
2015-04-21,510300,3.0135062557824184,3.088434036008545,2.971265497531501,3.022225755443432,7820545,-1.1673860275808416,-0.03569777199340507
2015-04-22,510300,3.031751154303979,3.0616926263161757,3.0377423644243704,3.0400835117697778,5081412,0.5908809523637067,0.017857756326345786
2015-04-23,510300,2.993103761514114,2.9923665012152996,2.976287979384129,2.979920118739301,2536920,-1.979004616075581,-0.0601633930304768
2015-04-24,510300,2.9611649508226137,3.031577608292618,2.9675366816531716,2.974538695901975,1128239,-0.18058949981526012,-0.0053814228373259
2015-04-27,510300,2.9955127947379063,2.991458992305324,2.949771836211943,2.982411495690102,2357772,0.2646729658946331,0.00787279978812716
2015-04-28,510300,3.0670095686945125,3.132382205624835,3.014276045862824,3.079389914631656,5921722,3.2516780156493406,0.0969784189415539
2015-04-29,510300,3.126691898137323,3.163333562696529,3.0878759946735985,3.138246382746212,3648130,1.9113028796678297,0.058856468114556026
2015-04-30,510300,3.184524398295754,3.177165458491738,3.15071748841553,3.174599132397356,9882715,1.1583778077784945,0.03635274965114377
2015-05-01,510300,3.1515659904700386,3.201635645466814,3.121594657017066,3.157106397453064,7207750,-0.5510218523584727,-0.017492734944291932
2015-05-04,510300,3.238370327122752,3.3110214692863393,3.203224172080626,3.2494532518757495,5101146,2.9250472678774555,0.09234685442268553
2015-05-05,510300,3.22444076068883,3.2490446505340564,3.1861838580008164,3.2170125981565674,5418880,-0.9983419118417998,-0.032440653719182144
2015-05-06,510300,3.2617078589818154,3.280575360822673,3.265122610189855,3.2780154136464335,1065067,1.8962566551595679,0.06100281548986608
2015-05-07,510300,3.325168785458168,3.3648995290781913,3.3287317420561884,3.3303878766689143,6045627,1.5976881257011102,0.052372463022480886
2015-05-08,510300,3.3784975346959225,3.3984383935445304,3.31857521950086,3.3692057286836867,1075302,1.165565497241677,0.03881785201477239
2015-05-11,510300,3.3516614359434755,3.357350704062671,3.3471678487563663,3.3476447868805934,3814002,-0.63994138498384,-0.021560941803093314
2015-05-12,510300,3.4152612175143404,3.4332244219399426,3.3686061302582253,3.4118675005507884,6722178,1.9184446904845918,0.06422271367019494
2015-05-13,510300,3.500538402040831,3.5037824260265635,3.453110746462102,3.4893497630448542,9932057,2.270963408794695,0.07748226249406587
2015-05-14,510300,3.538637941703851,3.6024378829312096,3.5324175894173453,3.534852809405014,8756867,1.30405518076964,0.04550304636015978
2015-05-15,510300,3.5469064217435724,3.5492711207087684,3.524675210008713,3.541854266024692,5275631,0.1980692548512743,0.007001456619677882
2015-05-18,510300,3.6287748062151763,3.650188970234926,3.59376113761033,3.6219070406323373,8546033,2.2601939152480965,0.08005277460764537
2015-05-19,510300,3.669905134320732,3.7103017333717188,3.651595857169273,3.659147300059014,4801822,1.0281947882399516,0.03724025942667675
2015-05-20,510300,3.64324851919841,3.67344580994071,3.6068039637896177,3.6327420209727204,7965215,-0.7216238353090629,-0.026405279086293643
2015-05-21,510300,3.6025787802395124,3.6779682531749636,3.586018745154941,3.5945494798493423,1381798,-1.0513419588532058,-0.03819254112337811
2015-05-22,510300,3.5018009120122744,3.548720208591149,3.5041579197032475,3.50420455425067,3717730,-2.5133866178539606,-0.09034492559867235
2015-05-25,510300,3.4342313448018285,3.452193851292057,3.403526047302631,3.4385206446578946,6096017,-1.8744313745354422,-0.06568390959277526
2015-05-26,510300,3.4444321025418674,3.4731070053677167,3.460816770358368,3.4608323839902746,7112251,0.6488761196488092,0.022311739332379954
